empresa,website,platform,is_alive,email,telefono,ficha_url
Decervecitas.com,https://www.decervecitas.com,prestashop,1,info@decervecitas.com,629485068,http://www.seraportiendasonline.com/1652.distribucion-de-cervezas-nacionales-y-de-importacion
Dehesa Serrana,https://www.dehesa-serrana.com,,0,,927191034,http://www.seraportiendasonline.com/33.tienda-online-de-jamones-ibericos-de-bellota-y-embutidos-de-caceres
Dehuerta,https://dehuerta.es/index.php,,0,,672489738,http://www.seraportiendasonline.com/1689.productos-ecologicos
Delicatessen-shop,https://www.delicatessen-shop.net,,0,,644406130,http://www.seraportiendasonline.com/1164.alimentacion-y-bebidas
Delicias gastronomicas Santi,https://www.santi.com.es/,,0,,913167670,http://www.seraportiendasonline.com/1612.carniceria-y-delicias-gastronomicas
Deliciosa Asia,https://deliciosa-asia.com,,0,,678636263,http://www.seraportiendasonline.com/643.productos-y-recetas-de-cocina-japonesa-china-tailandesa-vietnamita-india-y-coreana
Detalles Ibéricos,https://www.detallesibericos.com,wordpress,1,info@detallesibericos.com,952724214,http://www.seraportiendasonline.com/2151.venta-de-productos-ibericos-y-conservas-y-elaborados-del-cerdo
Dimoba Suministros,https://www.dimobasuministros.com/,shopify,1,pedidosonline@dimobasuministros.com,902225525,http://www.seraportiendasonline.com/740.equipamiento-profesional-para-panaderia-pasteleria-y-restauracion
Dor Delicat,https://www.dordelicat.com,,0,,964503264,http://www.seraportiendasonline.com/362.tienda-online-de-regalos-gastronomicos
Dulce Arte,https://www.dulcearteshop.com,,0,,918227316,http://www.seraportiendasonline.com/682.tienda-de-reposteria-creativa
Dulcelandia,https://dulcelandia.esy.es/tartas-chuches/,,0,,662209687,http://www.seraportiendasonline.com/1991.venta-online-de-tartas-de-chuches
Dulces ilusiones,https://www.dulcesilusiones.com,,0,,918952309,http://www.seraportiendasonline.com/339.tienda-online-de-reposteria-de-diseno
Eco Citri,https://eco-citric.es/,shopify,1,,966624001,http://www.seraportiendasonline.com/1532.citricos-ecologicos
Eco Familia,https://www.ecofamilia.com/es/,,0,,931751525,http://www.seraportiendasonline.com/1530.productos-ecologicos
Ecotienda Nerta,https://www.nerta.org,,1,,912611272,http://www.seraportiendasonline.com/880.ecotienda-productos-ecologicos-naturales-y-de-comercio-justo
EDYPRO Fertilizantes S.L.,https://www.edypro-online.com/,wordpress,1,,961496085,http://www.seraportiendasonline.com/1676.biotecnologia
El Buen Gourmet,https://www.elbuengourmet.es,,0,,902009009,http://www.seraportiendasonline.com/31.tienda-online-de-productos-gourmet-y-cestas-de-regalo-a-medida
El Club de la Carne,https://www.elclubdelacarne.com,,1,,961668596,http://www.seraportiendasonline.com/423.carniceria-online
Elaia Gourmet,https://www.elaiagourmet.com,,0,,938023011,http://www.seraportiendasonline.com/363.tienda-online-de-productos-gourmet-para-chefs
Elcervero.es,https://www.elcervecero.es,,0,,918285181,http://www.seraportiendasonline.com/19.tienda-online-de-cervezas-de-todo-tipo-de-distintos-paises
Elité Sport Life,https://www.elitesportlife.com/,,0,,973800996,http://www.seraportiendasonline.com/1534.nutricion-deportiva-en-lleida
Eltedelascinco,https://www.eltedelascinco.com,,0,,960676438,http://www.seraportiendasonline.com/371.tienda-online-de-te-y-teteras
Empatxat,https://www.empatxat.com,,0,,96000000000,http://www.seraportiendasonline.com/22.tienda-online-de-productos-gourmet-vinos-delicatessen-licores-charcuteria-y-carne
Entrebellotas,https://entrebellotas.es/,,0,,670571306,http://www.seraportiendasonline.com/1775.charcuteria-online
Érase un Gourmet,https://eraseungourmet.com/,prestashop,1,hola@eraseungourmet.com,985340181,http://www.seraportiendasonline.com/1591.tienda-online-gourmet
Estabuenisimo.es,https://www.estabuenisimo.es,,0,,902002545,http://www.seraportiendasonline.com/21.tienda-gourmet-online-de-productos-delicatessen-nacionales-y-venta-online-de-vinos-cavas-champagne-y-regalos-gourmet
Extremadura en mi casa,https://extremaduraenmimesa.com/,wordpress,1,cortador.jamon@yahoo.es,653948217,http://www.seraportiendasonline.com/1690.productos-extremenos
Finca Carraixet,https://www.naranjasonline.net/es/,wordpress,1,contacto@naranjasonline.net,637831334,http://www.seraportiendasonline.com/1529.naranjas-online
Fitness Plus,https://www.fitnessplus.es/,,0,,620302530,http://www.seraportiendasonline.com/1277.tienda-online-de-complementos-y-suplementos-de-nutricion-deportiva
Fito Natura,https://www.fitonatura.es,wordpress,1,info@fitonatura.es,938043054,http://www.seraportiendasonline.com/637.herboristeria-dietetica-y-nutricion
Frusema Frutos Secos Macadamia,https://www.tiendaonlinefrusema.com,,0,,916581815,http://www.seraportiendasonline.com/938.venta-de-patatas-fritas-artesanas-con-aceita-de-oliva-frutos-secos-snacks-y-encurtidos-de-la-mejor-calidad-desde-100-gramos-de-p
Frutas Charito,https://www.frutascharito.es,prestashop,0,info@frutascharito.es,914571625,http://www.seraportiendasonline.com/679.venta-online-de-fruta-y-verdura-nacional-y-de-exportacion
Frutas Gironés,https://www.frutasgirones.com,,0,,965211726,http://www.seraportiendasonline.com/1186.fruteria-online-y-en-el-mercado-central-de-abastos-de-alicante
FRUTEANDO,https://www.fruteando.com/,wordpress,1,,695506664,http://www.seraportiendasonline.com/2093.somos-una-empresa-especializada-en-la-confeccion-y-venta-de-cajas-de-frutas-y-hortalizas-naturales
Frutería de Valencia,https://fruteriadevalencia.com,wordpress,1,%20info@fruteriadevalencia.com,961486905,http://www.seraportiendasonline.com/1321.fruteria-online-que-ofrece-productos-ecologicos-a-domicilio-frutas-y-verduras-a-domicilio-cestas-de-frutas-y-cestas-verduras-y-m
Frutos Secos Reyes,https://frutossecosreyes.es,wordpress,0,info@frutossecosreyes.es,955704812,http://www.seraportiendasonline.com/1640.tienda-de-frutos-secos-y-chuches
Galletasypastas.com,http://www.galletasypastas.es/index.html,,0,,695806353,http://www.seraportiendasonline.com/563.venta-online-de-galletas-y-pastas
GHD,https://www.ghd.es,prestashop,1,info@ghd.es,937192466,http://www.seraportiendasonline.com/30.tienda-online-de-alimentos-biologicos-productos-ecologicos-biodegradables-para-el-hogar-especiales-para-intolerancias-y-alergias
Greenduu,https://greenduu.com/,,0,,622497086,http://www.seraportiendasonline.com/2362.marketplace-sector-del-cannabis
Herbolario Queti,https://herbolarioqueti.es/,,0,,923061710,http://www.seraportiendasonline.com/1545.herbolario-online-en-salamanca
Hidalgo,https://www.jamoneshidalgo.es/,wordpress,1,info@jamoneshidalgo.es,923580162,http://www.seraportiendasonline.com/2001.tienda-online-de-jamones-y-embutidos-ibericos
Hiperdirect,,,0,,,http://www.seraportiendasonline.com/450.
HIPERFIT,https://www.hiperfit.es,,0,,912775132,http://www.seraportiendasonline.com/1875.venta-online-de-suplementos-para-gym-y-alimentacion-sana
Horchatería Daniel,https://horchateria-daniel.tienda/,,0,,K4l4m4ndurr10,http://www.seraportiendasonline.com/1608.venta-online-de-turron-de-chufa
Italian Delicat,https://www.italian-delicat.com,,0,,902107826,http://www.seraportiendasonline.com/353.tienda-online-de-productos-gourmet-italianos
Jabonex.com,https://jabonex.com,,0,,618527323,http://www.seraportiendasonline.com/1989.tienda-de-venta-de-productos-de-limpieza-industrial
Jamón y Paletilla,https://www.jamonypaletilla.com/es/,wordpress,1,,610970703,http://www.seraportiendasonline.com/1718.empresa-de-jamones
Jamón y Pico,https://jamonypico.com/es/,wordpress,1,info@jamonypico.com,609362760,http://www.seraportiendasonline.com/1777.tienda-online-de-jamon
Jamon4U,https://www.jamon4u.com,,0,,902955488,http://www.seraportiendasonline.com/40.tienda-online-especializada-en-productos-y-alimentos-de-extremadura-como-vinos-embutidos-y-quesos-con-do
Jamones a domicilio,https://www.jamonadomicilio.com/,prestashop,1,,647222674,http://www.seraportiendasonline.com/1733.tienda-de-jamones-y-embutidos-ibericos
Jamones Caballero,https://www.jamonescaballero.es/,,0,,954735039,http://www.seraportiendasonline.com/1654.venta-online-productos-ibericos
Jamones Ham,https://www.jamonesham.es/es/,wordpress,1,info@jamonesham.es,911876979,http://www.seraportiendasonline.com/1691.tienda-de-jamones
Jamones Ibéricos Luis Bravo,https://www.jamonesluisbravo.com,shopify,1,,923017952,http://www.seraportiendasonline.com/2030.tienda-online-de-jamones-y-embutidos-ibericos
Jamones Lazo,https://www.jamoneslazo.es/,wordpress,1,info@jamoneslazo.es,959131560,http://www.seraportiendasonline.com/1852.tienda-de-jamones-e-ibericos-adheridos-a-la-denominacion-de-origen-jamon-de-huelva
Jamones Luis Bravo,https://www.jamonesluisbravo.com,shopify,1,,923147447,http://www.seraportiendasonline.com/2082.tienda-online-especializada-en-jamones
Koaladiet,https://www.koaladiet.es,,0,,622297696,http://www.seraportiendasonline.com/1269.koaladiet-es-un-herbolario-online
L1QUID,https://l1quid.es/,,0,,902885870,http://www.seraportiendasonline.com/1921.agua-pura-de-glaciar-de-los-alpes-suizos-con-un-toque-magnifico-de-cafeina-natural
La abulense,https://laabulense.com/,wordpress,1,info@laabulense.com,916825312,http://www.seraportiendasonline.com/1829.aperitivos-artesanales
La despensa de Dulcinea,https://www.ladespensadedulcinea.com,,1,info@ladespensadedulcinea.com,967090390,http://www.seraportiendasonline.com/498.tienda-online-de-alimentacion-artesanal-tradicional
La despensa de Lucía,https://www.ladespensadelucia.com/es/,,0,,910828233,http://www.seraportiendasonline.com/1849.tienda-de-alimentacion
La Despensa Shop,https://www.ladespensashop.com,,0,,635640885,http://www.seraportiendasonline.com/631.venta-online-de-jamones-ibericos-y-serranos
La Escandalosa,https://www.laescandalosa.es/,,0,,962069931,http://www.seraportiendasonline.com/1426.ultramarinos-online
La Masía,https://www.lamasia.es/,wordpress,1,,902101946,http://www.seraportiendasonline.com/1657.aceites
La Olla Podrida de Burgos,https://www.laollapodridadeburgos.com,prestashop,1,info@laollapodridadeburgos.com,947203969,http://www.seraportiendasonline.com/1240.tienda-online-de-morcilla-y-embutidos
La trastienda de Jabugo,https://latrastiendadejabugo.es/,prestashop,1,,959127158,http://www.seraportiendasonline.com/1698.venta-de-embutidos-ibericos
LaDuquesaCupcake,https://www.laduquesacupcake.es,prestashop,1,,676425665,http://www.seraportiendasonline.com/645.tienda-de-productos-para-la-reposteria-creativa
Mándame un Jamón,https://www.mandameunjamon.com,,0,,639824762,http://www.seraportiendasonline.com/1106.venta-y-envio-de-productos-ibericos-de-salamanca
Manolo León Restaurantes,https://www.manololeon.com/index.php,wordpress,1,administracion@manololeon.com,954373735,http://www.seraportiendasonline.com/1653.restaurante-de-cocina-tradicional-en-sevilla
Mantequerias La Tienda,http://mantequeriaslatienda.com/es/,,0,,967522247,http://www.seraportiendasonline.com/1019.la-mas-amplia-seleccion-de-productos-gourmet-al-mejor-precio
Marisco Cetarea Burela,,,0,,,http://www.seraportiendasonline.com/415.
Marisco Rías Bajas,,,0,,,http://www.seraportiendasonline.com/374.
Mariskito,https://www.mariskito.com,prestashop,1,,902999524,http://www.seraportiendasonline.com/251.tienda-online-de-pescados-y-mariscos
Maxxwin,https://www.maxxwin.es/index.php,,0,,625342847,http://www.seraportiendasonline.com/1531.nutricion-deportiva-barcelona
Melbar Delicatessen,https://www.melbardelicat.com,,0,,933035038,http://www.seraportiendasonline.com/360.tienda-online-de-productos-gourmet
MenuDiet,https://www.menudiet.es,,1,,914012499,http://www.seraportiendasonline.com/1378.comida-sana-y-dietas-a-domicilio
Mi cosecha propia,https://www.micosechapropia.com/,,0,,667016124,http://www.seraportiendasonline.com/1642.tienda-online-de-naranjas
Mi Dulce Mordisco,https://tienda.midulcemordisco.com,,0,,629273462,http://www.seraportiendasonline.com/1401.tienda-online-de-reposteria-creativa
Mi Jamón Ibérico,https://mijamoniberico.com/,wordpress,1,info@mijamoniberico.com,615915953,http://www.seraportiendasonline.com/1528.venta-de-jamon-iberico-de-bellota
Mieleria Alcarreña,https://www.mieleria.es/,,0,,949232224,http://www.seraportiendasonline.com/37.tienda-online-de-productos-de-miel-y-cosmetica-natural
MilProductos,https://milproductos.com/,,0,,617715940,http://www.seraportiendasonline.com/1067.gran-variedad-de-articulos-a-precios-bajos
Molino de Zafra,https://molinodezafra.com,wordpress,1,,+34924551400,http://www.seraportiendasonline.com/1988.fabricacion-y-exportacion-de-aceite-de-oliva
Muenisimo ecommerce alimentación SL,https://www.muenisimo.com,,0,,607348933,http://www.seraportiendasonline.com/1828.tienda-online-gourmet
Mundo de la Repostería,https://www.mundodelareposteria.es,prestashop,1,,932852931,http://www.seraportiendasonline.com/354.tienda-online-de-articulos-para-reposteria
Nafruval,https://www.nafruval.com/,,0,,679744204,http://www.seraportiendasonline.com/1710.tienda-nafruval-naranjas-y-frutas-de-valencia
NaranjaNatur,https://www.naranjanatur.jimdo.com,,0,,672123798,http://www.seraportiendasonline.com/595.naranjanatur
Naranjas al Día,https://www.naranjasaldia.es,wordpress,1,info@naranjasaldia.es,900333330,http://www.seraportiendasonline.com/1449.tienda-online-donde-comprar-naranjas-y-mandarinas-valencianas
Naranjas Alau,https://www.naranjasalau.com/,,0,,630809368,http://www.seraportiendasonline.com/1628.vendemos-cajas-de-naranjas-y-mandarinas-de-valencia
Naranjas Baviera,https://www.naranjasbaviera.es,,0,,sin numero,http://www.seraportiendasonline.com/2114.tienda-online-de-naranjas-de-valencia
Naranjas Casanova,https://naranjascasanova.com,,0,,962560184,http://www.seraportiendasonline.com/1222.naranjas-casanova-es-un-comercio-dedicado-a-la-venta-de-naranjas-de-valencia-online
Naranjas Jasorbe,https://www.naranjasorbe.com/,,0,,607148705,http://www.seraportiendasonline.com/1969.tienda-de-naranjas-online
Naranjas Julián,https://www.naranjasjulian.com/es/,prestashop,1,contacto@naranjasjulian.com,634436112,http://www.seraportiendasonline.com/1526.tienda-de-naranjas-online
Naranjas La Safor,https://naranjaslasafor.com/,,0,,676857558,http://www.seraportiendasonline.com/1527.tienda-de-naranjas-valencianas
Naranjas les solaes,https://naranjaslessolaes.com,,0,,671481880,http://www.seraportiendasonline.com/1425.tienda-online-de-naranjas-naranjas-frescas
Naranjas Senent,https://www.comprarnaranjasonline.net,prestashop,1,info@comprarnaranjasonline.net,618259317,http://www.seraportiendasonline.com/1283.naranjas-de-valencia-online
Naranjas Tradicionales,https://www.naranjastradicionales.es/es/,prestashop,1,contacto@naranjastradicionales.es,675500061,http://www.seraportiendasonline.com/1525.compra-naranjas-online
Naranjas Valencianas,https://www.naranjaval.com,,0,,687603944,http://www.seraportiendasonline.com/1584.tienda-online-de-naranjas-y-mandarinas-valencianas-recien-cogidas-del-arbol
Navarro Herbolario,https://www.herbolarionavarro.es,,0,atencioncliente@herbolarionavarro.es,963522851,http://www.seraportiendasonline.com/352.herbolario-online-de-comida-macrobiotica-y-ecologica
Nutricentershop,https://www.nutricentershop.es/,,1,Info@nutricentershop.es,938935948,http://www.seraportiendasonline.com/1496.nutricion-deportiva
Nutriplanet,https://www.nutriplanet.es/,,0,,744462180,http://www.seraportiendasonline.com/1497.nutricion-deportiva
Nutriweb,https://www.nutriweb.es/,prestashop,0,info@nutriweb.es,957438145,http://www.seraportiendasonline.com/1548.nutricion-deportiva-en-cordoba
Nutrylans Sport,https://nutrylans-sport.com/,,0,,953580645,http://www.seraportiendasonline.com/1549.nutricion-deportiva-en-jaen
Oleovinicola,https://www.oleovinicola.com/,,0,,967372801,http://www.seraportiendasonline.com/1707.empresa-de-aceites-de-oliva
Olympus Sport Nutricion,https://olympus-on-line.com/es/,prestashop,0,,B-66233446,http://www.seraportiendasonline.com/1484.suplementos-deportivos
Orito Aceites con personalidad,https://www.aceitedeolivaorito.com/,,0,,918158366,http://www.seraportiendasonline.com/1540.aceite-de-oliva-virgen-extra
Orxata Gourmet,https://www.orxatagourmet.com,,0,,606706956,http://www.seraportiendasonline.com/428.tienda-online-de-productos-ecologicos-de-valencia
Paella Lovers,https://www.paellalovers.com,,0,,938305026,http://www.seraportiendasonline.com/304.tienda-online-de-caldos
